road_name,state,district,city,pothole_count,average_pothole_depth,total_crack_length,pavement_age,road_length,traffic_density,rainfall,risk_level,provenance
Pune Survey Corridor R-0356,Maharashtra,Pune,Pune,2,2.5,79.2,9.1,5.2,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0516,Andhra Pradesh,Visakhapatnam,Visakhapatnam,28,9.4,124.6,11.4,18.5,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0207,Tamil Nadu,Salem,Salem,4,8.0,25.9,3.3,19.1,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0839,Delhi,South Delhi,Delhi NCR,4,3.0,17.4,4.6,22.6,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0366,Karnataka,Mysuru,Mysuru,39,11.4,79.8,17.3,9.5,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0630,Karnataka,Mysuru,Mysuru,34,13.2,135.2,14.0,33.3,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0484,Tamil Nadu,Madurai,Madurai,21,5.9,49.9,9.1,30.4,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1120,Tamil Nadu,Madurai,Madurai,26,12.9,31.7,8.5,22.1,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0614,Tamil Nadu,Chennai,Chennai,2,2.0,102.7,8.0,24.5,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0629,Karnataka,Bengaluru Urban,Bengaluru,6,4.3,17.5,8.0,34.4,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1065,Kerala,Ernakulam,Kochi,2,10.8,16.7,9.2,28.7,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1174,Telangana,Hyderabad,Hyderabad,17,10.3,26.2,11.8,14.2,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0099,Tamil Nadu,Salem,Salem,3,10.0,13.2,4.5,30.9,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0926,Tamil Nadu,Chennai,Chennai,1,1.5,42.3,15.7,18.6,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0197,Karnataka,Bengaluru Urban,Bengaluru,3,5.7,13.2,3.5,14.3,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0884,Maharashtra,Pune,Pune,2,0.8,117.4,13.1,24.8,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0275,Delhi,South Delhi,Delhi NCR,7,3.7,21.9,5.0,20.7,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0904,Tamil Nadu,Madurai,Madurai,12,5.5,44.1,11.4,16.3,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Outer Ring Road (Marathahalli - Bellandur - Sarjapur Sector),Karnataka,Bengaluru Urban,Bengaluru,31,15.2,112.0,13.5,16.2,Very High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Kochi Survey Corridor R-0945,Kerala,Ernakulam,Kochi,2,10.4,6.1,6.5,14.7,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0264,Andhra Pradesh,Visakhapatnam,Visakhapatnam,18,15.6,72.5,11.9,33.8,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0708,Andhra Pradesh,Visakhapatnam,Visakhapatnam,30,15.4,67.7,12.5,33.9,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0547,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,3.6,0.6,30.4,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1048,Tamil Nadu,Madurai,Madurai,28,13.0,54.2,12.7,34.7,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0980,Maharashtra,Pune,Pune,1,2.3,49.5,9.2,12.8,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0881,Karnataka,Bengaluru Urban,Bengaluru,8,4.1,27.4,6.5,7.6,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0162,Karnataka,Mysuru,Mysuru,25,9.9,124.0,11.4,23.2,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0119,Delhi,South Delhi,Delhi NCR,4,2.8,26.0,5.9,26.3,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0797,Karnataka,Bengaluru Urban,Bengaluru,4,3.5,33.8,5.7,13.7,High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0039,Tamil Nadu,Salem,Salem,5,10.4,19.6,6.1,34.8,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0697,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.4,2.5,17.2,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0461,Karnataka,Bengaluru Urban,Bengaluru,4,4.7,28.8,7.1,12.3,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0701,Karnataka,Bengaluru Urban,Bengaluru,7,5.8,29.8,5.7,2.1,Low,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Linking Road Commercial Strip (Bandra - Khar West),Maharashtra,Mumbai Suburban,Mumbai,11,5.8,41.0,7.0,4.2,High,Torrential,High Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Pune Survey Corridor R-0296,Maharashtra,Pune,Pune,1,1.7,97.1,10.1,3.0,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0673,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,6.1,1.8,32.6,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0985,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.8,1.5,14.4,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1107,Tamil Nadu,Salem,Salem,2,10.7,19.8,7.0,9.1,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0551,Delhi,South Delhi,Delhi NCR,6,4.7,20.7,6.7,14.8,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1096,Tamil Nadu,Madurai,Madurai,30,12.7,32.8,10.9,3.8,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0280,Tamil Nadu,Madurai,Madurai,21,10.5,63.0,8.2,15.1,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0371,Delhi,South Delhi,Delhi NCR,7,3.4,29.0,4.0,20.2,High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0808,Tamil Nadu,Madurai,Madurai,19,9.9,77.8,6.9,17.7,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0157,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.4,2.5,21.0,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0143,Delhi,South Delhi,Delhi NCR,9,4.6,26.7,6.6,21.4,Very High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0949,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.5,1.1,34.4,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0966,Karnataka,Mysuru,Mysuru,34,9.2,122.0,11.1,16.9,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0033,Kerala,Ernakulam,Kochi,5,11.1,33.1,4.0,12.6,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0827,Delhi,South Delhi,Delhi NCR,8,5.7,26.9,3.9,10.1,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0008,Maharashtra,Pune,Pune,2,2.0,86.8,14.2,6.9,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0938,Tamil Nadu,Chennai,Chennai,1,0.0,68.5,14.4,12.8,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0224,Maharashtra,Pune,Pune,3,0.1,97.2,15.0,30.2,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0636,Andhra Pradesh,Visakhapatnam,Visakhapatnam,43,12.6,72.3,14.6,10.4,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0025,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.5,1.1,18.6,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0374,Tamil Nadu,Chennai,Chennai,0,0.0,108.1,13.0,3.3,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0829,Tamil Nadu,Coimbatore,Coimbatore,1,0.4,6.5,2.4,25.3,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0093,Kerala,Ernakulam,Kochi,2,15.5,17.5,7.1,32.3,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0015,Tamil Nadu,Salem,Salem,4,13.2,32.4,9.0,16.3,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1197,Kerala,Ernakulam,Kochi,4,10.7,20.7,7.1,1.3,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0729,Kerala,Ernakulam,Kochi,5,10.3,13.4,5.3,23.5,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0520,Tamil Nadu,Madurai,Madurai,18,10.2,41.4,12.3,9.5,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0386,Tamil Nadu,Chennai,Chennai,2,3.0,47.0,7.2,7.3,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0643,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,1.5,1.5,2.9,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0128,Maharashtra,Pune,Pune,2,1.4,80.3,5.6,12.4,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0211,Maharashtra,Mumbai Suburban,Mumbai,1,1.7,6.3,2.1,22.0,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0176,Maharashtra,Pune,Pune,0,0.0,42.0,11.6,9.3,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0427,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.2,2.1,4.1,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1157,Karnataka,Bengaluru Urban,Bengaluru,3,3.3,37.5,4.9,10.1,Low,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0499,Maharashtra,Mumbai Suburban,Mumbai,1,1.9,5.4,1.5,3.0,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0057,Kerala,Ernakulam,Kochi,4,14.4,13.1,6.1,3.7,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0577,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.4,0.4,29.0,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1072,Tamil Nadu,Madurai,Madurai,32,12.5,44.9,8.1,30.5,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0741,Kerala,Ernakulam,Kochi,4,8.1,29.6,3.3,31.3,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0690,Karnataka,Mysuru,Mysuru,40,15.3,92.9,14.5,33.1,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0452,Maharashtra,Pune,Pune,2,2.7,96.4,10.9,30.6,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0573,Kerala,Ernakulam,Kochi,2,14.3,16.9,6.6,9.6,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0906,Karnataka,Mysuru,Mysuru,31,11.6,119.9,13.9,8.3,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1008,Andhra Pradesh,Visakhapatnam,Visakhapatnam,25,14.2,111.7,13.7,19.0,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1046,Tamil Nadu,Chennai,Chennai,3,2.8,104.8,8.9,23.3,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0066,Karnataka,Mysuru,Mysuru,44,16.2,114.2,14.6,5.4,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0730,Telangana,Hyderabad,Hyderabad,16,11.5,49.1,11.6,19.8,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0769,Tamil Nadu,Coimbatore,Coimbatore,1,1.3,7.5,2.9,17.1,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0056,Maharashtra,Pune,Pune,2,2.1,46.8,6.5,34.0,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0413,Karnataka,Bengaluru Urban,Bengaluru,6,4.1,15.6,4.7,6.6,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0680,Maharashtra,Pune,Pune,2,3.0,114.8,10.0,7.7,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1003,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.3,1.7,25.6,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Old Agra Road Industrial Corridor (Bhiwandi),Maharashtra,Thane,Bhiwandi,32,15.5,110.0,14.5,12.5,Very High,Torrential,Critical Risk,IRC:82-2015 Specification Benchmark
Salem Survey Corridor R-0543,Tamil Nadu,Salem,Salem,4,11.9,20.2,5.7,31.8,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0726,Karnataka,Mysuru,Mysuru,44,14.1,120.1,11.1,18.4,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0770,Tamil Nadu,Chennai,Chennai,2,1.9,104.7,5.5,17.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0059,Delhi,South Delhi,Delhi NCR,9,3.4,26.3,6.6,23.4,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0596,Maharashtra,Pune,Pune,0,0.0,68.3,14.9,7.9,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0946,Telangana,Hyderabad,Hyderabad,14,6.2,76.1,12.0,33.0,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0609,Kerala,Ernakulam,Kochi,5,13.7,16.6,7.6,12.8,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0045,Kerala,Ernakulam,Kochi,2,15.1,27.4,9.7,12.2,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0575,Delhi,South Delhi,Delhi NCR,3,5.5,35.8,7.3,2.2,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0309,Kerala,Ernakulam,Kochi,2,12.9,27.9,4.2,18.1,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0208,Tamil Nadu,Madurai,Madurai,27,11.1,24.6,12.8,17.8,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0595,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,8.4,1.4,34.3,Low,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0759,Tamil Nadu,Salem,Salem,4,9.2,7.8,8.7,31.4,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0762,Karnataka,Mysuru,Mysuru,24,17.9,95.5,14.3,30.7,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0901,Tamil Nadu,Coimbatore,Coimbatore,1,0.4,8.3,1.7,11.2,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
SH-17 State Highway Corridor (Mandya),Karnataka,Mandya,Mandya,5,3.0,20.0,4.0,8.0,Medium,Moderate,Medium Risk,IRC:82-2015 Specification Benchmark
Coimbatore Survey Corridor R-0289,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.3,2.0,3.0,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1027,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.6,1.4,12.6,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0816,Andhra Pradesh,Visakhapatnam,Visakhapatnam,31,9.1,118.4,14.6,15.8,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0713,Karnataka,Bengaluru Urban,Bengaluru,4,5.5,24.6,5.6,11.5,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0135,Tamil Nadu,Salem,Salem,3,11.1,29.5,6.1,13.8,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0042,Karnataka,Mysuru,Mysuru,23,17.8,98.9,17.2,15.8,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Saravanampatti IT Corridor (Sathy Road Link),Tamil Nadu,Coimbatore,Coimbatore,3,2.0,12.0,3.5,6.5,High,Moderate,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mumbai Survey Corridor R-0559,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.7,2.9,11.1,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0511,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.7,1.9,34.4,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune-Nashik Highway Arterial (Chakan),Maharashtra,Pune,Pune,16,8.2,62.0,9.0,12.0,Very High,Heavy,Critical Risk,IRC:82-2015 Specification Benchmark
Delhi NCR Survey Corridor R-0203,Delhi,South Delhi,Delhi NCR,5,5.2,30.1,3.8,28.7,Medium,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1088,Maharashtra,Pune,Pune,0,0.0,69.0,15.4,14.8,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0383,Delhi,South Delhi,Delhi NCR,6,4.3,19.5,7.0,20.6,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0989,Karnataka,Bengaluru Urban,Bengaluru,9,3.6,24.8,4.6,7.5,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0722,Tamil Nadu,Chennai,Chennai,0,0.0,60.9,7.9,10.5,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0777,Kerala,Ernakulam,Kochi,2,10.7,20.2,4.1,23.4,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0885,Kerala,Ernakulam,Kochi,4,15.6,9.2,8.3,4.7,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0631,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.8,0.5,32.5,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0244,Tamil Nadu,Madurai,Madurai,17,11.5,33.7,14.0,34.1,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0281,Karnataka,Bengaluru Urban,Bengaluru,5,2.9,34.3,7.0,7.3,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0908,Maharashtra,Pune,Pune,0,0.0,87.6,12.5,23.7,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0253,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.5,2.9,9.8,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0089,Karnataka,Bengaluru Urban,Bengaluru,5,3.5,36.7,7.5,16.5,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0064,Tamil Nadu,Madurai,Madurai,33,10.7,22.7,9.0,22.3,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1057,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.4,2.1,33.8,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0514,Telangana,Hyderabad,Hyderabad,12,9.1,66.9,13.7,27.0,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0637,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,5.3,1.2,2.8,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0604,Tamil Nadu,Madurai,Madurai,21,7.9,33.2,8.8,13.7,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Trichy Bypass Arterial Link,Tamil Nadu,Tiruchirappalli,Trichy,6,3.8,25.0,4.8,7.0,Medium,Moderate,Medium Risk,IRC:82-2015 Specification Benchmark
Kochi Survey Corridor R-1089,Kerala,Ernakulam,Kochi,5,8.6,25.2,7.8,12.6,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0666,Karnataka,Mysuru,Mysuru,42,15.3,109.2,16.1,18.4,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0739,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,3.8,1.1,20.2,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0773,Karnataka,Bengaluru Urban,Bengaluru,4,5.2,20.8,7.7,19.0,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0293,Karnataka,Bengaluru Urban,Bengaluru,3,3.3,21.2,3.3,18.6,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1150,Telangana,Hyderabad,Hyderabad,18,11.5,79.6,11.6,11.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0082,Telangana,Hyderabad,Hyderabad,17,11.4,48.9,9.0,25.0,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0410,Tamil Nadu,Chennai,Chennai,2,3.0,107.7,10.7,3.2,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0822,Karnataka,Mysuru,Mysuru,39,12.8,107.9,14.1,10.8,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0593,Karnataka,Bengaluru Urban,Bengaluru,3,4.4,30.1,6.5,6.8,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0339,Tamil Nadu,Salem,Salem,4,14.8,32.6,4.8,26.7,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0941,Karnataka,Bengaluru Urban,Bengaluru,6,4.9,19.8,3.9,26.7,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1073,Karnataka,Bengaluru Urban,Bengaluru,9,2.7,30.2,3.3,32.0,Low,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0260,Maharashtra,Pune,Pune,0,0.0,114.4,8.5,18.2,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bellary Road Airport Expressway (Hebbal - Yelahanka),Karnataka,Bengaluru Urban,Bengaluru,1,1.0,6.0,2.0,13.4,Very High,Moderate,Low Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Visakhapatnam Survey Corridor R-0624,Andhra Pradesh,Visakhapatnam,Visakhapatnam,44,16.6,92.5,10.1,3.7,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai - Dindigul Four Lane Link (Goripalayam - Samayanallur),Tamil Nadu,Madurai,Madurai,8,4.5,31.0,5.5,13.8,High,Moderate,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Pune Survey Corridor R-0764,Maharashtra,Pune,Pune,0,0.0,108.1,11.5,24.6,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0842,Tamil Nadu,Chennai,Chennai,1,1.0,40.3,10.3,4.7,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
